"","id","title","artist","mood","mood.cod","tempo","tempo.cod","genre","genre.cod","artist_type","artist_type.cod","durationSeg","durationSeg.cod","chart_date","agnioChar_date.numero","anioNacimiento","anioNacimiento.numero","age","age.cod","top"
"508",507,"Song About A Girl","ERIC PASLAY","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,0,0,20140621,2014,"1983",1983,31,2,"0"
"509",508,"Immortals","FALL OUT BOY","Urgent",3,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,202,2,20150207,2015,"1984",1984,31,2,"0"
"510",509,"Shower","BECKY G","Empowering",6,"Medium Tempo",1,"Pop",3,"Female",2,238,3,20140621,2014,"1997",1997,17,NA,"0"
"511",510,"Come Join The Murder","THE WHITE BUFFALO & THE FOREST RANGERS","Melancholy",4,"Medium Tempo",1,"Rock",1,"Male",3,206,2,20141227,2014,"0",1982,32,3,"0"
"512",511,"The Walker","FITZ AND THE TANTRUMS","Urgent",3,"Fast Tempo",2,"Alternative & Punk",1,"Mixed",1,241,4,20140315,2014,"0",1982,32,3,"0"
"513",512,"Trophies","YOUNG MONEY featuring DRAKE","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,0,0,20140322,2014,"1986",1986,28,2,"0"
"514",513,"La La La","NAUGHTY BOY featuring SAM SMITH","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,214,3,20140308,2014,"1992",1992,22,1,"0"
"515",514,"Lookin' For That Girl","TIM McGRAW","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,266,4,20140405,2014,"1967",1967,47,6,"0"
"516",515,"Up All Night","JON PARDI","Rowdy",4,"Medium Tempo",1,"Traditional",2,"Male",3,211,3,20140104,2014,"1985",1985,29,2,"0"
"517",516,"Take Me To The Church","MATT McANDREW","Defiant",3,"Medium Tempo",1,"Pop",3,"Male",3,231,3,20141206,2014,"1990",1990,24,1,"0"
"518",517,"Where You Belong","THE WEEKND","Sensual",2,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,147,0,20150228,2015,"0",1982,33,3,"0"
"519",518,"The Heart Of Dixie","DANIELLE BRADBERY","Empowering",6,"Slow Tempo",0,"Traditional",2,"Female",2,3064,6,20140111,2014,"0",1982,32,3,"0"
"520",519,"We Are Young","FUN. featuring JANELLE MONAE","Brooding",4,"Slow Tempo",0,"Pop",3,"Mixed",1,4,0,20120317,2012,"1985",1985,27,2,"1"
"521",520,"Really Don't Care","DEMI LOVATO featuring CHER LLOYD","Excited",5,"Medium Tempo",1,"Pop",3,"Female",2,209,2,20140628,2014,"1992",1992,22,1,"0"
"522",521,"Can't Raise A Man","K. MICHELLE","Sensual",2,"Medium Tempo",1,"Urban",3,"Female",2,217,3,20140215,2014,"1982",1982,32,3,"0"
"523",522,"Secrets","MARY LAMBERT","Excited",5,"Medium Tempo",1,"Pop",3,"Female",2,232,3,20140920,2014,"0",1982,32,3,"0"
"524",523,"Love Runs Out","ONEREPUBLIC","Rowdy",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,77,0,20140503,2014,"1979",1979,35,3,"0"
"525",524,"Energy","DRAKE","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,321,6,20150228,2015,"1986",1986,29,2,"0"
"526",525,"Make It Rain","ED SHEERAN","Rowdy",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,220,3,20141220,2014,"1991",1991,23,1,"0"
"527",526,"I'm Ready","AJR","Melancholy",4,"Slow Tempo",0,"Traditional",2,"Female",2,238,3,20140621,2014,"0",1982,32,3,"0"
"528",527,"Sugar","MAROON 5","Rowdy",4,"Fast Tempo",2,"Rock",1,"Male",3,129,0,20150131,2015,"1981",1981,34,3,"0"
"529",528,"18","ONE DIRECTION","Yearning",4,"Medium Tempo",1,"Pop",3,"Male",3,76,0,20141129,2014,"1994",1994,20,NA,"0"
"530",529,"Shut Up And Dance","WALK THE MOON","Defiant",3,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,252,4,20141213,2014,"0",1982,32,3,"0"
"531",530,"The Way You Move","OUTKAST feat SLEEPY BROWN","Energizing",6,"Medium Tempo",1,"Pop",3,"Male",3,79,0,20040214,2004,"1975",1975,29,2,"1"
"532",531,"Who You Love","JOHN MAYER featuring KATY PERRY","Empowering",6,"Slow Tempo",0,"Pop",3,"Mixed",1,278,5,20140104,2014,"0",1982,32,3,"0"
"533",532,"Beat Of The Music","BRETT ELDREDGE","Upbeat",5,"Medium Tempo",1,"Traditional",2,"Male",3,308,6,20140222,2014,"1986",1986,28,2,"0"
"534",533,"Let Her Go","PASSENGER","Yearning",4,"Fast Tempo",2,"Alternative & Punk",1,"Male",3,235,3,20140104,2014,"0",1982,32,3,"0"
"535",534,"Hold It Against Me","BRITNEY SPEARS","Excited",5,"Fast Tempo",2,"Pop",3,"Female",2,138,0,20110129,2011,"1981",1981,30,2,"1"
"536",535,"Ain't Worth The Whiskey","COLE SWINDELL","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,251,4,20150117,2015,"1983",1983,32,3,"0"
"537",536,"Hideaway","KIESZA","Energizing",6,"Medium Tempo",1,"Electronica",1,"Female",2,248,4,20140802,2014,"1989",1989,25,1,"0"
"538",537,"Lolly","MAEJOR ALI featuring JUICY J & JUSTIN BIEBER","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,673,6,20140111,2014,"0",1982,32,3,"0"
"539",538,"Title","MEGHAN TRAINOR","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,0,0,20150110,2015,"1993",1993,22,1,"0"
"540",539,"On Top Of The World","IMAGINE DRAGONS","Yearning",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,0,0,20140215,2014,"1987",1987,27,2,"0"
"541",540,"Hold You Down","DJ KHALED feat CHRIS BROWN, AUGUST ALSINA, FUTURE & JEREMIH","Sensual",2,"Slow Tempo",0,"Urban",3,"Mixed",1,238,3,20140920,2014,"1989",1989,25,1,"0"
"542",541,"Glamorous","FERGIE featuring LUDACRIS","Energizing",6,"Medium Tempo",1,"Pop",3,"Mixed",1,279,5,20070324,2007,"1975",1975,32,3,"1"
"543",542,"Feeling Myself","NICKI MINAJ featuring BEYONCE","Cool",5,"Medium Tempo",1,"Urban",3,"Female",2,261,4,20150103,2015,"1982",1982,33,3,"0"
"544",543,"Jealous","NICK JONAS","Excited",5,"Medium Tempo",1,"Pop",3,"Male",3,352,6,20140927,2014,"1992",1992,22,1,"0"
"545",544,"Young Girls","BRUNO MARS","Empowering",6,"Medium Tempo",1,"Pop",3,"Male",3,222,3,20140118,2014,"1985",1985,29,2,"0"
"546",545,"Bottoms Up","BRANTLEY GILBERT","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,243,4,20140104,2014,"1985",1985,29,2,"0"
"547",546,"Out Of The Woods","TAYLOR SWIFT","Defiant",3,"Medium Tempo",1,"Pop",3,"Female",2,374,6,20141101,2014,"1989",1989,25,1,"0"
"548",547,"Can't Remember To Forget You","SHAKIRA featuring RIHANNA","Urgent",3,"Fast Tempo",2,"Pop",3,"Female",2,272,5,20140201,2014,"1977",1977,37,4,"0"
"549",548,"Everything I Shouldn't Be Thinking About","THOMPSON SQUARE","Defiant",3,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,212,3,20140201,2014,"0",1982,32,3,"0"
"550",549,"XO","BEYONCE","Excited",5,"Fast Tempo",2,"Urban",3,"Female",2,221,3,20140104,2014,"1981",1981,33,3,"0"
"551",550,"Call Me Maybe","CARLY RAE JEPSEN","Excited",5,"Medium Tempo",1,"Pop",3,"Female",2,203,2,20120623,2012,"1985",1985,27,2,"1"
"552",551,"Ayo","CHRIS BROWN & TYGA","Sensual",2,"Slow Tempo",0,"Urban",3,"Male",3,211,3,20150124,2015,"1989",1989,26,1,"0"
"553",552,"Beachin'","JAKE OWEN","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,5434,6,20140412,2014,"1981",1981,33,3,"0"
"554",553,"Chasing The Sun","HILARY DUFF","Empowering",6,"Medium Tempo",1,"Rock",1,"Male",3,0,0,20140816,2014,"1987",1987,27,2,"0"
"555",554,"The Man","ALOE BLACC","Yearning",4,"Medium Tempo",1,"Urban",3,"Male",3,201,2,20140118,2014,"1979",1979,35,3,"0"
"556",555,"Low","FLO RIDA featuring T-PAIN","Brooding",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,212,3,20080105,2008,"1979",1979,29,2,"1"
"557",556,"Lollipop","LIL WAYNE featuring STATIC MAJOR","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,260,4,20080503,2008,"1982",1982,26,1,"1"
"558",557,"Rockin' Around The Christmas Tree","BRENDA LEE","Upbeat",5,"Medium Tempo",1,"Traditional",2,"Female",2,334,6,20140104,2014,"1944",1944,70,9,"0"
"559",558,"Laffy Taffy","D4L","Energizing",6,"Medium Tempo",1,"Urban",3,"Male",3,237,3,20060114,2006,"1983",1983,23,1,"1"
"560",559,"Ultraviolence","LANA DEL REY","Empowering",6,"Medium Tempo",1,"Electronica",1,"Female",2,209,2,20140621,2014,"1985",1985,29,2,"0"
"561",560,"Black Widow","IGGY AZALEA featuring RITA ORA","Excited",5,"Fast Tempo",2,"Urban",3,"Female",2,212,3,20140719,2014,"0",1982,32,3,"0"
"562",561,"Everything Is AWESOME!!!","TEGAN AND SARA featuring THE LONELY ISLAND","Excited",5,"Fast Tempo",2,"Soundtrack",0,"Mixed",1,278,5,20140301,2014,"0",1982,32,3,"0"
"563",562,"Brave","SARA BAREILLES","Excited",5,"Fast Tempo",2,"Pop",3,"Female",2,207,2,20140104,2014,"1979",1979,35,3,"0"
"564",563,"Confessions Part II","USHER","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,205,2,20040724,2004,"1978",1978,26,1,"1"
"565",564,"Seen It All","JEEZY featuring JAY Z","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,145,0,20140920,2014,"0",1982,32,3,"0"
"566",565,"Part II (On The Run)","JAY Z featuring BEYONCE","Energizing",6,"Medium Tempo",1,"Urban",3,"Mixed",1,3962,6,20140308,2014,"0",1982,32,3,"0"
"567",566,"Hips Don't Lie","SHAKIRA featuring WYCLEF JEAN","Fiery",4,"Medium Tempo",1,"Urban",3,"Mixed",1,41,0,20060617,2006,"1977",1977,29,2,"1"
"568",567,"Up Down (Do This All Day)","T-PAIN featuring B.O.B","Energizing",6,"Medium Tempo",1,"Urban",3,"Male",3,407,6,20140104,2014,"1985",1985,29,2,"0"
"569",568,"Candy Shop","50 CENT featuring OLIVIA","Cool",5,"Slow Tempo",0,"Urban",3,"Mixed",1,317,6,20050305,2005,"1975",1975,30,2,"1"
"570",569,"Play It Again","LUKE BRYAN","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,217,3,20140329,2014,"1976",1976,38,4,"0"
"571",570,"Sleeping With A Friend","NEON TREES","Defiant",3,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,247,4,20140315,2014,"0",1982,32,3,"0"
"572",571,"Keep Them Kisses Comin'","CRAIG CAMPBELL","Gritty",3,"Medium Tempo",1,"Traditional",2,"Male",3,229,3,20140517,2014,"0",1982,32,3,"0"
"573",572,"Glory And Gore","LORDE","Cool",5,"Medium Tempo",1,"Electronica",1,"Female",2,182,2,20140308,2014,"1996",1996,18,NA,"0"
"574",573,"FourFiveSeconds","RIHANNA & KANYE WEST & PAUL McCARTNEY","Empowering",6,"Medium Tempo",1,"Pop",3,"Mixed",1,219,3,20150207,2015,"1981",1981,34,3,"0"
"575",574,"Get On Your Knees","NICKI MINAJ featuring ARIANA GRANDE","Energizing",6,"Fast Tempo",2,"Urban",3,"Female",2,0,0,20150103,2015,"1982",1982,33,3,"0"
"576",575,"My Eyes","BLAKE SHELTON featuring GWEN SEBASTIAN","Empowering",6,"Medium Tempo",1,"Traditional",2,"Mixed",1,258,4,20140517,2014,"0",1982,32,3,"0"
"577",576,"Radioactive","IMAGINE DRAGONS","Brooding",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,241,4,20140104,2014,"1979",1979,35,3,"0"
"578",577,"Bad Bitch","FRENCH MONTANA featuring JEREMIH","Energizing",6,"Medium Tempo",1,"Urban",3,"Male",3,201,2,20150110,2015,"0",1982,33,3,"0"
"579",578,"Royals","LORDE","Cool",5,"Medium Tempo",1,"Electronica",1,"Female",2,320,6,20131012,2013,"1996",1996,17,NA,"1"
"580",579,"Heart Attack","ENRIQUE IGLESIAS","Sensual",2,"Slow Tempo",0,"Other",0,"Male",3,228,3,20140111,2014,"1975",1975,39,4,"0"
"581",580,"Blurred Lines","ROBIN THICKE featuring T.I. & PHARRELL","Energizing",6,"Medium Tempo",1,"Pop",3,"Male",3,14,0,20130622,2013,"1977",1977,36,3,"1"
"582",581,"Safe And Sound","CAPITAL CITIES","Excited",5,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,0,0,20140104,2014,"0",1982,32,3,"0"
"583",582,"Slave To The Rhythm","MICHAEL JACKSON","Fiery",4,"Medium Tempo",1,"Urban",3,"Male",3,238,3,20140607,2014,"1958",1958,56,7,"0"
"584",583,"Black And Yellow","WIZ KHALIFA","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,3662,6,20110219,2011,"1987",1987,24,1,"1"
"585",584,"Chainsaw","THE BAND PERRY","Yearning",4,"Medium Tempo",1,"Traditional",2,"Mixed",1,1158,6,20140531,2014,"1983",1983,31,2,"0"
"586",585,"I Believe","FANTASIA","Empowering",6,"Medium Tempo",1,"Urban",3,"Female",2,205,2,20040710,2004,"1984",1984,20,NA,"1"
"587",586,"Wild Life","JACK & JACK","Defiant",3,"Medium Tempo",1,"Pop",3,"Male",3,41,0,20140823,2014,"0",1982,32,3,"0"
"588",587,"Masterpiece","JESSIE J","Energizing",6,"Medium Tempo",1,"Pop",3,"Female",2,199,2,20150103,2015,"1988",1988,27,2,"0"
"589",588,"Sexy And I Know It","LMFAO","Aggressive",4,"Medium Tempo",1,"Urban",3,"Male",3,260,4,20120107,2012,"1975",1975,37,4,"1"
"590",589,"Adore You","MILEY CYRUS","Empowering",6,"Medium Tempo",1,"Pop",3,"Female",2,1351,6,20140111,2014,"1992",1992,22,1,"0"
"591",590,"Explosions","ELLIE GOULDING","Empowering",6,"Slow Tempo",0,"Electronica",1,"Female",2,301,6,20140301,2014,"1986",1986,28,2,"0"
"592",591,"I Bet My Life","IMAGINE DRAGONS","Yearning",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,235,3,20141115,2014,"1979",1979,35,3,"0"
"593",592,"I Won","FUTURE featuring KANYE WEST","Sensual",2,"Slow Tempo",0,"Urban",3,"Male",3,231,3,20140510,2014,"1977",1977,37,4,"0"
"594",593,"My Hitta","YG X JEEZY X RICH HOMIE QUAN","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,227,3,20140104,2014,"0",1982,32,3,"0"
"595",594,"Not Afraid","EMINEM","Energizing",6,"Medium Tempo",1,"Urban",3,"Male",3,259,4,20100522,2010,"1974",1974,36,3,"1"
"596",595,"Classic","MKTO","Energizing",6,"Medium Tempo",1,"Pop",3,"Male",3,297,5,20140301,2014,"0",1982,32,3,"0"
"597",596,"Makes Me Wonder","MAROON5","Energizing",6,"Medium Tempo",1,"Pop",3,"Male",3,226,3,20070512,2007,"1979",1979,28,2,"1"
"598",597,"Girl In A Country Song","MADDIE & TAE","Upbeat",5,"Medium Tempo",1,"Traditional",2,"Female",2,212,3,20140816,2014,"0",1982,32,3,"0"
"599",598,"Buy U A Drank (Shawty Snappin')","T-PAIN featuring YUNG JOC","Energizing",6,"Fast Tempo",2,"Urban",3,"Male",3,243,4,20070526,2007,"1989",1989,18,NA,"1"
"600",599,"I Put A Spell On You","ANNIE LENNOX","Gritty",3,"Medium Tempo",1,"Pop",3,"Female",2,200,2,20150228,2015,"1954",1954,61,8,"0"
"601",600,"Crank That (Soulja Boy)","SOULJA BOY","Defiant",3,"Slow Tempo",0,"Urban",3,"Male",3,152,1,20070915,2007,"1990",1990,17,NA,"1"
"602",601,"6 God","DRAKE","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,357,6,20150307,2015,"1986",1986,29,2,"0"
"603",602,"Hollaback","GWEN STEFANI","Defiant",3,"Medium Tempo",1,"Pop",3,"Female",2,77,0,20050507,2005,"1969",1969,36,3,"1"
"604",603,"Drink To That All Night","JERROD NIEMANN","Upbeat",5,"Medium Tempo",1,"Traditional",2,"Male",3,267,4,20140118,2014,"0",1982,32,3,"0"
"605",604,"Look At You","BIG & RICH","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,235,3,20140920,2014,"0",1982,32,3,"0"
"606",605,"Love In This Club","USHER featuring YOUNG JEEZY","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,198,2,20080315,2008,"1978",1978,30,2,"1"
"607",606,"Burn","ELLIE GOULDING","Energizing",6,"Medium Tempo",1,"Electronica",1,"Female",2,255,4,20140104,2014,"1986",1986,28,2,"0"
"608",607,"Shots","IMAGINE DRAGONS","Yearning",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,523,6,20150214,2015,"1979",1979,36,3,"0"
"609",608,"Mmm Yeah","AUSTIN MAHONE featuring PITBULL","Excited",5,"Medium Tempo",1,"Urban",3,"Male",3,541,6,20140208,2014,"0",1982,32,3,"0"
"610",609,"Inside Your Heaven","CARRIE UNDERWOOD","Empowering",6,"Medium Tempo",1,"Traditional",2,"Female",2,205,2,20050702,2005,"1983",1983,22,1,"1"
"611",610,"When I Was Your Man","BRUNO MARS","Sophisticated",4,"Medium Tempo",1,"Pop",3,"Male",3,223,3,20130420,2013,"1985",1985,28,2,"1"
"612",611,"Chillin' It","COLE SWINDELL","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,206,2,20140104,2014,"1983",1983,31,2,"0"
"613",612,"Jungle","JAMIE N COMMONS & X AMBASSADORS","Defiant",3,"Medium Tempo",1,"Rock",1,"Male",3,235,3,20140628,2014,"0",1982,32,3,"0"
"614",613,"Boom Boom Pow","THE BLACK EYED PEAS","Cool",5,"Medium Tempo",1,"Urban",3,"Mixed",1,41,0,20090418,2009,"1975",1975,34,3,"1"
"615",614,"Last Friday Night (T.G.I.F.)","KATY PERRY","Excited",5,"Medium Tempo",1,"Pop",3,"Female",2,252,4,20110827,2011,"1984",1984,27,2,"1"
"616",615,"Rolling In The Deep","ADELE","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,124,0,20110521,2011,"1988",1988,23,1,"1"
"617",616,"All Me","DRAKE featuring 2 CHAINZ & BIG SEAN","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,163,1,20140104,2014,"1986",1986,28,2,"0"
"618",617,"Get Me Some Of That","THOMAS RHETT","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,220,3,20140125,2014,"1990",1990,24,1,"0"
"619",618,"How I Feel","FLO RIDA","Excited",5,"Medium Tempo",1,"Urban",3,"Male",3,258,4,20140125,2014,"1979",1979,35,3,"0"
"620",619,"Slow Motion","TREY SONGZ","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,239,3,20150207,2015,"1984",1984,31,2,"0"
"621",620,"Heaven","JAKE WORTHINGTON","Empowering",6,"Slow Tempo",0,"Traditional",2,"Male",3,208,2,20140531,2014,"0",1982,32,3,"0"
"622",621,"California Gurls","KATY PERRY featuring SNOOP DOGG","Excited",5,"Medium Tempo",1,"Pop",3,"Mixed",1,235,3,20100619,2010,"1984",1984,26,1,"1"
"623",622,"Calm Down","BUSTA RHYMES featuring EMINEM","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,211,3,20140719,2014,"1972",1972,42,5,"0"
"624",623,"Like A G6","FAR*EAST MOVEMENT featuring CATARACS & DEV","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,309,6,20101030,2010,"1981",1981,29,2,"1"
"625",624,"We Dem Boyz","WIZ KHALIFA","Energizing",6,"Medium Tempo",1,"Urban",3,"Male",3,238,3,20140503,2014,"1987",1987,27,2,"0"
"626",625,"Headlights","EMINEM featuring NATE RUESS","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,284,5,20140329,2014,"1972",1972,42,5,"0"
"627",626,"Work Bitch","BRITNEY SPEARS","Defiant",3,"Medium Tempo",1,"Pop",3,"Female",2,255,4,20140118,2014,"1981",1981,33,3,"0"
"628",627,"I Gotta Feeling","THE BLACK EYED PEAS","Empowering",6,"Medium Tempo",1,"Urban",3,"Mixed",1,174,1,20090711,2009,"1977",1977,32,3,"1"
"629",628,"Mean To Me","BRETT ELDREDGE","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,659,6,20141122,2014,"1986",1986,28,2,"0"
"630",629,"Uma Thurman","FALL OUT BOY","Excited",5,"Fast Tempo",2,"Alternative & Punk",1,"Male",3,1300,6,20150131,2015,"1984",1984,31,2,"0"
"631",630,"The Blower's Daughter","MATT McANDREW","Romantic",2,"Medium Tempo",1,"Pop",3,"Male",3,881,6,20141220,2014,"1990",1990,24,1,"0"
"632",631,"First Love","JENNIFER LOPEZ","Peaceful",1,"Slow Tempo",0,"Pop",3,"Female",2,238,3,20140705,2014,"1970",1970,44,5,"0"
"633",632,"No One","ALICIA KEYS","Sophisticated",4,"Slow Tempo",0,"Urban",3,"Female",2,157,1,20071201,2007,"1981",1981,26,1,"1"
"634",633,"She Came To Give It To You","USHER featuring NICKI MINAJ","Energizing",6,"Medium Tempo",1,"Urban",3,"Mixed",1,209,2,20140913,2014,"1982",1982,32,3,"0"
"635",634,"Wasted Love","MATT McANDREW","Sentimental",4,"Slow Tempo",0,"Pop",3,"Male",3,226,3,20150103,2015,"1990",1990,25,1,"0"
